_Ad_Date,_Ad_Title,_Ad_Type,_Age_Specified,_CATEGORY_--_Age_Specified,County,_Gender_Specified,_Number_of_People,_Press_Date,_Sale_Disposition,_Sale_Location_Locale,_Sale_Location_State,_Skills_Specified,_First_Name,_Term_of_service,_Trade_reason,_Features,_Terms_of_Sale,Source,Source_Page,Subscriber_County,Subscriber_Firstname,Subscriber_Lastname,_Role,_owner,_Application_Locale,FULL_TEXT
"May 4, 1832",For Sale,Sale,5,child,Baltimore City,male,2,18320504,private sale,,,,,,,from the Eastern Shore,not to be sold out of the state,American and Commercial Daily Advertiser,,BC,,,,,E. Wright's Pratt St. Hotel,"FOR SALE—A black Woman, 22 years, and her child 5 years old, from the Eastern Shore; the woman is a good plain cook', washer and ironer— she is healthy, sober and honest; sold for no fault but by her own wish. The woman and boy are well worth the attention of a person that may want a sober and industrious house woman, and an active little waiter. They are not to be sold out of the State. Apply at E. WRIGHT’S Pratt street Hotel. ma 4 d4t*"
"May 5, 1832",Late Constable's Sale,Sale,child,child,Queen Anne's,female,2,18320505,public sale,Halls cross roads,,,Henny,to serve for a term of years,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,,John,Dyott,Late Constable,James T. Hemsley,,"Late Constable’s Sale. By Virtue of 3 writs of Fi. fa. to me directed two at the suit of Samuel B. Yoe and one other at the suit of Henry Lowe against James Kelley Adm in his own wrong on the Estate of James T. Hemsley deceased, there will be offered at public sale on Saturday June 2d. between the hours of ten in the morning and 5 in the afternoon at Halls X Roads—the following property to wit; One Negro Girl Henny, one ditto DOLLY to be sold for a term of years, one Canoe and one Saddle and Bridle seized and taken in the hands of James Kelley administrator in his own wrong on the Estate of James T. Hemsley deceased.  The above named property will be sold for cash to satisfy the aforesaid writs and cost thereon. JOHN DYOTT, late Constable May 5th 1832"
"May 5, 1832",Late Constable's Sale,Sale,child,child,Queen Anne's,female,2,18320505,public sale,Halls cross roads,,,Dolly,to serve for a term of years,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,3,,John,Dyott,Late Constable,James T. Hemsley,,"Late Constable’s Sale. By Virtue of 3 writs of Fi. fa. to me directed two at the suit of Samuel B. Yoe and one other at the suit of Henry Lowe against James Kelley Adm in his own wrong on the Estate of James T. Hemsley deceased, there will be offered at public sale on Saturday June 2d. between the hours of ten in the morning and 5 in the afternoon at Halls X Roads—the following property to wit; One Negro Girl Henny, one ditto DOLLY to be sold for a term of years, one Canoe and one Saddle and Bridle seized and taken in the hands of James Kelley administrator in his own wrong on the Estate of James T. Hemsley deceased.  The above named property will be sold for cash to satisfy the aforesaid writs and cost thereon. JOHN DYOTT, late Constable May 5th 1832"
"May 17, 1832",For Sale,Sale,19,adult,Baltimore City,female,1,18320517,private sale,,,"cook, ironer, washer",,to serve 8 or 9 years,,,,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel","FOR SALE—A first rate Mulatto Girl, 19 years of age; she is an excellent cook, washer and ironer; sold for no Fault whatever. Sho can produce the best of recommendations as regards character, and there is not a better servant girl in the Stale of Maryland than she is; has to serve 8 or 9 years. To an approved master she will be sold low. For further particulars apply at LEWIS F. SCOTTI’S General Intelligence, Agency and Collector’s Office, No. 2 West Fayette street, basement story of Barnum’s City Hotel.	 ma 17"
"June 6, 1832",A Negro Girl,Sale,child,child,Baltimore,female,1,18320606,private sale,,,servant,,to serve 12 years,,,,American and Commercial Daily Advertiser,,BA,,,,,,"A NEGRO GIRL— For Sale, who has twelve years and some months to serve; she can be recommended as a faithful house servant. A middle aged man wants a situation as an overseer, he can give unquestionable recommendations, has a wife and two children. Two Partners wanted in the druggist business at different places. Apply at No. 20 Harrison st. ja 6"
"June 30, 1832",For Sale,Sale,21,adult,Baltimore,female,1,18320630,private sale,,,"cook, ironer, washer",,to serve 16 years,to close estate,from the Eastern Shore,,American and Commercial Daily Advertiser,,,Louis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel","FOR SALE—A very likely black girl, 21 years of age to serve 16 years. She is just from the Eastern Shore; she is strong and healthy, perfectly honest and sold for no fault; she is a good cook, washer and ironer. The reason she is for sale is to settle up an estate; to a good master she will be sold low. For further particulars apply at Lewis F. Scotti’s Intelligence Agency and Collector’s Office. No. 2 west Fayette st. basement Story of Barnum’s City Hotel. A CARD—At the residence of Mrs. CUTBUSH, S. W. corner of Calvert and Saratoga streets. Families and Gentlemen can be accommodated after the first of July with pleasant Apartments and good Board. Board only may be had if required. Any Gentleman wishing Breakfast, or Tea, together with an apartment, will have the same furnished. References will be given it required, &c. Notes addressed to Mrs. C. left at the office of L. F. SCOTTI will be promptly attended to. ja 30"
"June 30, 1832",For Sale,Sale,adult,adult,Baltimore City,male,2,18320630,private sale,,,"farmhand, oslter, waiter",,,,,not to be sold out of the state,American and Commercial Daily Advertiser,,,,,,,This office,"FOR SALE —A valuable negro man, capable of waiting, taking charge of horses, or working on a Farm. Also a stout healthy Girl between 15 and 16 years of age. She has been accustomed to housework and nursing, and is remarkably fond of young Children. The above servants will not be sold out of the State, not being sold for any fault. Inquire at this Office.  ja 30 4t"
"June 30, 1832",For Sale,Sale,15,child,Baltimore City,female,2,18320630,private sale,,,"housework, nurse",,,,,not to be sold out of the state,American and Commercial Daily Advertiser,,,,,,,This office,"FOR SALE —A valuable negro man, capable of waiting, taking charge of horses, or working on a Farm. Also a stout healthy Girl between 15 and 16 years of age. She has been accustomed to housework and nursing, and is remarkably fond of young Children. The above servants will not be sold out of the State, not being sold for any fault. Inquire at this Office.  ja 30 4t"
"July 9, 1832",For Sale,Sale,17,adult,Baltimore,male,6,18320211,private sale,,,,,to serve for life,,,,American and Commercial Daily Advertiser,,BA,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel","FOR SALE—.A mulatto Boy, 17 years of age, a slave for life; also a black boy, 12 years of age, slave for life; also a black girl, 15 years of age, to serve 15 years; also a black girl, 14 years of age to serve 9 years; also a mulatto girl, 12 years of age, to serve till she is 35; also a black man, 4 years of age, a slave for life, and a first rate Farm Hand. All the above slaves can come highly recommended from their masters. COAL—A company is now forming for the purpose of extensively working one of the most valuable Coal Mines in Pennsylvania. Opportunities for the investment of capital so advantageously do seldom occur. The mines are already in successful operation, the coal is of the finest quality, the buildings and apparatus for working the mines are now completed, and the only reason why the present owner of the mines wishes to dispose of this property, is his not having sufficient capital to conduct the business as the mines and markets for coal require. Further information can be obtained by application at Lewis F. Scotti’s office, No. 2 West Fayette street, basement story of Barnum’s City Hotel. For sale—6000 acres of excellent land in McKean county, Penn. For sale—The Patent Right for Woodworth’s Planing Machine for sale. Wanted, Porters, Waiters, Ostlers, Coachmen, Labourers, Clerks, Bar-keepers, &c. Families may rely upon gelling good servants at this office. Lost children kept at this office until called for. For further information apply at LEWIS F. SCOTTI’S Intelligence Agency and Collectors Office, No. 2 West Fayette street, basement story of Barnum’s City Hotel.	 fe 9"
"July 9, 1832",For Sale,Sale,12,child,Baltimore,male,6,18320211,private sale,,,,,to serve for life,,,,American and Commercial Daily Advertiser,,BA,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel","FOR SALE—.A mulatto Boy, 17 years of age, a slave for life; also a black boy, 12 years of age, slave for life; also a black girl, 15 years of age, to serve 15 years; also a black girl, 14 years of age to serve 9 years; also a mulatto girl, 12 years of age, to serve till she is 35; also a black man, 4 years of age, a slave for life, and a first rate Farm Hand. All the above slaves can come highly recommended from their masters. COAL—A company is now forming for the purpose of extensively working one of the most valuable Coal Mines in Pennsylvania. Opportunities for the investment of capital so advantageously do seldom occur. The mines are already in successful operation, the coal is of the finest quality, the buildings and apparatus for working the mines are now completed, and the only reason why the present owner of the mines wishes to dispose of this property, is his not having sufficient capital to conduct the business as the mines and markets for coal require. Further information can be obtained by application at Lewis F. Scotti’s office, No. 2 West Fayette street, basement story of Barnum’s City Hotel. For sale—6000 acres of excellent land in McKean county, Penn. For sale—The Patent Right for Woodworth’s Planing Machine for sale. Wanted, Porters, Waiters, Ostlers, Coachmen, Labourers, Clerks, Bar-keepers, &c. Families may rely upon gelling good servants at this office. Lost children kept at this office until called for. For further information apply at LEWIS F. SCOTTI’S Intelligence Agency and Collectors Office, No. 2 West Fayette street, basement story of Barnum’s City Hotel.	 fe 9"
"July 9, 1832",For Sale,Sale,15,child,Baltimore,female,6,18320211,private sale,,,,,to serve 15 years,,,,American and Commercial Daily Advertiser,,BA,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel","FOR SALE—.A mulatto Boy, 17 years of age, a slave for life; also a black boy, 12 years of age, slave for life; also a black girl, 15 years of age, to serve 15 years; also a black girl, 14 years of age to serve 9 years; also a mulatto girl, 12 years of age, to serve till she is 35; also a black man, 4 years of age, a slave for life, and a first rate Farm Hand. All the above slaves can come highly recommended from their masters. COAL—A company is now forming for the purpose of extensively working one of the most valuable Coal Mines in Pennsylvania. Opportunities for the investment of capital so advantageously do seldom occur. The mines are already in successful operation, the coal is of the finest quality, the buildings and apparatus for working the mines are now completed, and the only reason why the present owner of the mines wishes to dispose of this property, is his not having sufficient capital to conduct the business as the mines and markets for coal require. Further information can be obtained by application at Lewis F. Scotti’s office, No. 2 West Fayette street, basement story of Barnum’s City Hotel. For sale—6000 acres of excellent land in McKean county, Penn. For sale—The Patent Right for Woodworth’s Planing Machine for sale. Wanted, Porters, Waiters, Ostlers, Coachmen, Labourers, Clerks, Bar-keepers, &c. Families may rely upon gelling good servants at this office. Lost children kept at this office until called for. For further information apply at LEWIS F. SCOTTI’S Intelligence Agency and Collectors Office, No. 2 West Fayette street, basement story of Barnum’s City Hotel.	 fe 9"
"July 9, 1832",For Sale,Sale,14,child,Baltimore,female,6,18320211,private sale,,,,,to serve 9 years,,,,American and Commercial Daily Advertiser,,BA,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel","FOR SALE—.A mulatto Boy, 17 years of age, a slave for life; also a black boy, 12 years of age, slave for life; also a black girl, 15 years of age, to serve 15 years; also a black girl, 14 years of age to serve 9 years; also a mulatto girl, 12 years of age, to serve till she is 35; also a black man, 4 years of age, a slave for life, and a first rate Farm Hand. All the above slaves can come highly recommended from their masters. COAL—A company is now forming for the purpose of extensively working one of the most valuable Coal Mines in Pennsylvania. Opportunities for the investment of capital so advantageously do seldom occur. The mines are already in successful operation, the coal is of the finest quality, the buildings and apparatus for working the mines are now completed, and the only reason why the present owner of the mines wishes to dispose of this property, is his not having sufficient capital to conduct the business as the mines and markets for coal require. Further information can be obtained by application at Lewis F. Scotti’s office, No. 2 West Fayette street, basement story of Barnum’s City Hotel. For sale—6000 acres of excellent land in McKean county, Penn. For sale—The Patent Right for Woodworth’s Planing Machine for sale. Wanted, Porters, Waiters, Ostlers, Coachmen, Labourers, Clerks, Bar-keepers, &c. Families may rely upon gelling good servants at this office. Lost children kept at this office until called for. For further information apply at LEWIS F. SCOTTI’S Intelligence Agency and Collectors Office, No. 2 West Fayette street, basement story of Barnum’s City Hotel.	 fe 9"
"July 9, 1832",For Sale,Sale,12,child,Baltimore,female,6,18320211,private sale,,,,,to serve until 35,,,,American and Commercial Daily Advertiser,,BA,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel","FOR SALE—.A mulatto Boy, 17 years of age, a slave for life; also a black boy, 12 years of age, slave for life; also a black girl, 15 years of age, to serve 15 years; also a black girl, 14 years of age to serve 9 years; also a mulatto girl, 12 years of age, to serve till she is 35; also a black man, 4 years of age, a slave for life, and a first rate Farm Hand. All the above slaves can come highly recommended from their masters. COAL—A company is now forming for the purpose of extensively working one of the most valuable Coal Mines in Pennsylvania. Opportunities for the investment of capital so advantageously do seldom occur. The mines are already in successful operation, the coal is of the finest quality, the buildings and apparatus for working the mines are now completed, and the only reason why the present owner of the mines wishes to dispose of this property, is his not having sufficient capital to conduct the business as the mines and markets for coal require. Further information can be obtained by application at Lewis F. Scotti’s office, No. 2 West Fayette street, basement story of Barnum’s City Hotel. For sale—6000 acres of excellent land in McKean county, Penn. For sale—The Patent Right for Woodworth’s Planing Machine for sale. Wanted, Porters, Waiters, Ostlers, Coachmen, Labourers, Clerks, Bar-keepers, &c. Families may rely upon gelling good servants at this office. Lost children kept at this office until called for. For further information apply at LEWIS F. SCOTTI’S Intelligence Agency and Collectors Office, No. 2 West Fayette street, basement story of Barnum’s City Hotel.	 fe 9"
"July 9, 1832",For Sale,Sale,24,adult,Baltimore,male,6,18320211,private sale,,,farmhand,,to serve for life,,,,American and Commercial Daily Advertiser,,BA,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel","FOR SALE—.A mulatto Boy, 17 years of age, a slave for life; also a black boy, 12 years of age, slave for life; also a black girl, 15 years of age, to serve 15 years; also a black girl, 14 years of age to serve 9 years; also a mulatto girl, 12 years of age, to serve till she is 35; also a black man, 4 years of age, a slave for life, and a first rate Farm Hand. All the above slaves can come highly recommended from their masters. COAL—A company is now forming for the purpose of extensively working one of the most valuable Coal Mines in Pennsylvania. Opportunities for the investment of capital so advantageously do seldom occur. The mines are already in successful operation, the coal is of the finest quality, the buildings and apparatus for working the mines are now completed, and the only reason why the present owner of the mines wishes to dispose of this property, is his not having sufficient capital to conduct the business as the mines and markets for coal require. Further information can be obtained by application at Lewis F. Scotti’s office, No. 2 West Fayette street, basement story of Barnum’s City Hotel. For sale—6000 acres of excellent land in McKean county, Penn. For sale—The Patent Right for Woodworth’s Planing Machine for sale. Wanted, Porters, Waiters, Ostlers, Coachmen, Labourers, Clerks, Bar-keepers, &c. Families may rely upon gelling good servants at this office. Lost children kept at this office until called for. For further information apply at LEWIS F. SCOTTI’S Intelligence Agency and Collectors Office, No. 2 West Fayette street, basement story of Barnum’s City Hotel.	 fe 9"
"August 7, 1832",For Sale,Sale,17,child,Baltimore City,female,1,18320807,private sale,,,"cook, ironer, washer",,to serve 18 years,,"originally from the Eastern Shore, living in the city 2 years",,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel","FOR SALE—A very likely negro Girl, 17 years of age, to serve 18 years; she was originally from the eastern Shore, has been living in the city two years; she is a well disposed girl; she is strong and healthy, sober and honest and a good plain cook, washer and ironer; she also would make a good nurse; being very fond of children. She will be sold low to an approved master. For further particulars apply at Lewis F. Scotti’s, intelligence, agency and general information office, No. 2 West Fayette st. basement story of Barnum’s City Hole. au 7"
"August 11, 1832",Notice,Sale,15,child,Baltimore City,female,1,18320811,private sale,,,"cook, ironer, washer",,to serve 16 years,owner is about to leave the city,,,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel","NOTICE—Procrastination is the thief of time. Delay not—Situations open for Men, Women and Children—both rich and smart, one and all—give L. F. Scotti a call. For Sale—A very likely black girl, 15 years of age, to serve 16 years. She is strong and healthy and sold for no fault. She is a good cook and washer and ironer, and can come highly recommended. The present owner is about leaving the city, is the reason he wishes to dispose of her. To a good master she will be sold low. Let us encourage Industry—Wanted daily at this office, porters, waiters, ostlers, coachmen, laborers, clerks, barkeepers, fancy store clerks and agents, chambermaids, wet and dry nurses, &c. INTELLIGENCE OFFICE--Connected with our establishment, we have an intelligence Office, and can immediately upon application, furnish situations for men, women and children, of every trade or branch of business. NOTICE TO INSOLVENT DEBTORS—Applicants for the benefit of the Insolvent laws of Maryland, can have their papers correctly prepared and on reasonable terms by calling at LEWIS F. SCOTTI’S General Intelligence, Agency and Collectors Office, No. 2 West Fayette street, basement story of Barnum’s City Hotel, and nearly opposite the Battle Monument. au 11"
"August 16, 1832",Look and Read,Sale,18,child,Baltimore City,female,1,18320816,private sale,,,"cook, ironer, washer",,to serve for life,,,,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel","LOOK AND READ—For also, a very likely Black GIRL, 18 years of age, a slave for life. She is sober honest and healthy, good plain Cook, Washer and Ironer, and sold for no fault whatever. She will be warranted as above described. Far further particulars, apply at LEWIS F. SCOTTI’S General Intelligence, Agency and Collectors Office, No. 2 west Fayette street. Basement Story of Barnum’s City Hotel, and nearly opposite the Battle Monument. au 16"
"August 23, 1832",For Sale,Sale,21,adult,Baltimore City,male,2,18320823,private sale,,,servant,,,owner has no further use,,,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,Printer,"FOR SALE, A BARGAIN—Two Slaves for life, one Man and one Woman, the man is bright mulatto, 21 years old, the woman is black and is 22 years old. They will be sold separately or together to suit purchasers. They are both excellent servants and well conditioned, and sold for no fault and only because the owner has no further use for them. For particulars enquire of the printer.  au 23 4t"
"August 23, 1832",For Sale,Sale,21,adult,Baltimore City,female,2,18320823,private sale,,,servant,,,owner has no further use,,,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,Printer,"FOR SALE, A BARGAIN—Two Slaves for life, one Man and one Woman, the man is bright mulatto, 21 years old, the woman is black and is 22 years old. They will be sold separately or together to suit purchasers. They are both excellent servants and well conditioned, and sold for no fault and only because the owner has no further use for them. For particulars enquire of the printer.  au 23 4t"
"August 28, 1832",Sheriff's Sale,Sale,adult,adult,Allegany,male,3,18320828,public sale,"residence of James, Black in Cumberland",Maryland,,Rezin,,to satisfy court judgement,,,Cumberland Civilian,3,AL,Moses,Rawlings,Sheriff of Allegany County,William McMahon,,"Sheriff's Sale. BY virtue of a Venditioni Exponas, issued out of Allegany county Court, and to me directed, at the suit ot Robert and John Oliver, of John Hoys, against the goods and chattels, lands and tenements, of William McMahon, I will sell for cash. to the highest bidder. at the house of James Black, in Cumberland, on WEDNESDAY the 19th day of September next, all the right, title, claim and interest of the said Wm McMahon, of, in and to the following property, to wit: 1 TRACT OF LAND called Mill Stole Hill, containing 44 1/2 Acres. Also, One Negro Man named Rezin—one Negro Woman named Hannah, and one Negro Child named George. Taken as the property of Wm. McMahon to satisfy said claim. MOSES RAWLINGS, Sheriff of Allegany co. August 28 29-4"
"August 28, 1832",Sheriff's Sale,Sale,adult,adult,Allegany,female,3,18320828,public sale,"residence of James, Black in Cumberland",Maryland,,Hannah,,to satisfy court judgement,,,Cumberland Civilian,3,AL,Moses,Rawlings,Sheriff of Allegany County,William McMahon,,"Sheriff's Sale. BY virtue of a Venditioni Exponas, issued out of Allegany county Court, and to me directed, at the suit ot Robert and John Oliver, of John Hoys, against the goods and chattels, lands and tenements, of William McMahon, I will sell for cash. to the highest bidder. at the house of James Black, in Cumberland, on WEDNESDAY the 19th day of September next, all the right, title, claim and interest of the said Wm McMahon, of, in and to the following property, to wit: 1 TRACT OF LAND called Mill Stole Hill, containing 44 1/2 Acres. Also, One Negro Man named Rezin—one Negro Woman named Hannah, and one Negro Child named George. Taken as the property of Wm. McMahon to satisfy said claim. MOSES RAWLINGS, Sheriff of Allegany co. August 28 29-4"
"August 28, 1832",Sheriff's Sale,Sale,child,child,Allegany,male,3,18320828,public sale,"residence of James, Black in Cumberland",Maryland,,George,,to satisfy court judgement,,,Cumberland Civilian,3,AL,Moses,Rawlings,Sheriff of Allegany County,William McMahon,,"Sheriff's Sale. BY virtue of a Venditioni Exponas, issued out of Allegany county Court, and to me directed, at the suit ot Robert and John Oliver, of John Hoys, against the goods and chattels, lands and tenements, of William McMahon, I will sell for cash. to the highest bidder. at the house of James Black, in Cumberland, on WEDNESDAY the 19th day of September next, all the right, title, claim and interest of the said Wm McMahon, of, in and to the following property, to wit: 1 TRACT OF LAND called Mill Stole Hill, containing 44 1/2 Acres. Also, One Negro Man named Rezin—one Negro Woman named Hannah, and one Negro Child named George. Taken as the property of Wm. McMahon to satisfy said claim. MOSES RAWLINGS, Sheriff of Allegany co. August 28 29-4"
"September 8, 1832",Sheriff's Sale,Sale,child,child,Dorchester,male,4,18320915,public sale,"Courthouse door, Cambridge",Maryland,,Daniel,,to satisfy court judgement,,,Cambridge Chronicle,3,DO,Reuben,Tall,Sheriff,William Lecompte,,"Sheriff’s Sale. BY virtue of a writ of fieri facias, issued out of Dorchester County Court, and to me delivered by the Clerk of the said Court, in the name and on behalf of Samuel M. Barry, for the use of Lewis Ross, against William Lecompte, I will sell at public sale, to the highest bidder, for cash, on Monday, the 1st day of October next, at the Court House door, in Cambridge, between the hours of 10 and 4 o'clock, all the right, title, claim, interest and demand of the said William Lecompte, either in law or equity, of, in and to all that tract or part of a tract or parcel of land, lying and being in the county aforesaid, and on the north side of the main road leading from Cambridge to New Market, commonly called and known by the name of Oyster Shell Point, containing 650 acres, more or less; and also all land attached thereto, wherein the said William Lecompte has any right or title. The said lands will be sold to satisfy the above fieri facias and the costs due and to become due. Also, by virtue of a writ of venditioni exponas, issued out of Dorchester County Court, and delivered to me by the Clerk of the said Court, in the name and on behalf of John Donovan, Executor of James W. Stewart, against the said William Lecompte: and also by virtue of two writs of fieri facias, issued by John Donovan, Esq., and to me directed, at the suit of Robert Wallace, Administrator of Thomas Loockerman, against the said William Lecompte, I will sell at public sale, on the same day,at the same place, and be- tween the same hours, one Clock, 1 Sideboard, 1 set of Cut Glass, 1 Carpet, 1 pair of Andirons, 1 pair of Shovel and Tongs, 1 dozen Chairs, 1 Desk. 1 Carpet, 1 dozen Chairs, 1 pair of Andirons, 1 pair of Shovel and Tongs, 6 Beds, Bedsteads and Furniture, 2 Guns, 2 Bureaus, 4 Tables, 1 Horse, 1 Cow, 1 negro boy Daniel, 1 boy Denwood, 1 girl Maria, and 1 girl Milcah. The above property is taken in execution and will be sold to satisfy the above vend. exp. and fi. fa.'s. and the costs due and to become due. REUBEN TALL, Sheriff. Sept. 8 4w"
"September 8, 1832",Sheriff's Sale,Sale,child,child,Dorchester,male,4,18320915,public sale,"Courthouse door, Cambridge",Maryland,,Denwood,,to satisfy court judgement,,,Cambridge Chronicle,3,DO,Reuben,Tall,Sheriff,William Lecompte,,"Sheriff’s Sale. BY virtue of a writ of fieri facias, issued out of Dorchester County Court, and to me delivered by the Clerk of the said Court, in the name and on behalf of Samuel M. Barry, for the use of Lewis Ross, against William Lecompte, I will sell at public sale, to the highest bidder, for cash, on Monday, the 1st day of October next, at the Court House door, in Cambridge, between the hours of 10 and 4 o'clock, all the right, title, claim, interest and demand of the said William Lecompte, either in law or equity, of, in and to all that tract or part of a tract or parcel of land, lying and being in the county aforesaid, and on the north side of the main road leading from Cambridge to New Market, commonly called and known by the name of Oyster Shell Point, containing 650 acres, more or less; and also all land attached thereto, wherein the said William Lecompte has any right or title. The said lands will be sold to satisfy the above fieri facias and the costs due and to become due. Also, by virtue of a writ of venditioni exponas, issued out of Dorchester County Court, and delivered to me by the Clerk of the said Court, in the name and on behalf of John Donovan, Executor of James W. Stewart, against the said William Lecompte: and also by virtue of two writs of fieri facias, issued by John Donovan, Esq., and to me directed, at the suit of Robert Wallace, Administrator of Thomas Loockerman, against the said William Lecompte, I will sell at public sale, on the same day,at the same place, and be- tween the same hours, one Clock, 1 Sideboard, 1 set of Cut Glass, 1 Carpet, 1 pair of Andirons, 1 pair of Shovel and Tongs, 1 dozen Chairs, 1 Desk. 1 Carpet, 1 dozen Chairs, 1 pair of Andirons, 1 pair of Shovel and Tongs, 6 Beds, Bedsteads and Furniture, 2 Guns, 2 Bureaus, 4 Tables, 1 Horse, 1 Cow, 1 negro boy Daniel, 1 boy Denwood, 1 girl Maria, and 1 girl Milcah. The above property is taken in execution and will be sold to satisfy the above vend. exp. and fi. fa.'s. and the costs due and to become due. REUBEN TALL, Sheriff. Sept. 8 4w"
"September 8, 1832",Sheriff's Sale,Sale,child,child,Dorchester,female,4,18320915,public sale,"Courthouse door, Cambridge",Maryland,,Maria,,to satisfy court judgement,,,Cambridge Chronicle,3,DO,Reuben,Tall,Sheriff,William Lecompte,,"Sheriff’s Sale. BY virtue of a writ of fieri facias, issued out of Dorchester County Court, and to me delivered by the Clerk of the said Court, in the name and on behalf of Samuel M. Barry, for the use of Lewis Ross, against William Lecompte, I will sell at public sale, to the highest bidder, for cash, on Monday, the 1st day of October next, at the Court House door, in Cambridge, between the hours of 10 and 4 o'clock, all the right, title, claim, interest and demand of the said William Lecompte, either in law or equity, of, in and to all that tract or part of a tract or parcel of land, lying and being in the county aforesaid, and on the north side of the main road leading from Cambridge to New Market, commonly called and known by the name of Oyster Shell Point, containing 650 acres, more or less; and also all land attached thereto, wherein the said William Lecompte has any right or title. The said lands will be sold to satisfy the above fieri facias and the costs due and to become due. Also, by virtue of a writ of venditioni exponas, issued out of Dorchester County Court, and delivered to me by the Clerk of the said Court, in the name and on behalf of John Donovan, Executor of James W. Stewart, against the said William Lecompte: and also by virtue of two writs of fieri facias, issued by John Donovan, Esq., and to me directed, at the suit of Robert Wallace, Administrator of Thomas Loockerman, against the said William Lecompte, I will sell at public sale, on the same day,at the same place, and be- tween the same hours, one Clock, 1 Sideboard, 1 set of Cut Glass, 1 Carpet, 1 pair of Andirons, 1 pair of Shovel and Tongs, 1 dozen Chairs, 1 Desk. 1 Carpet, 1 dozen Chairs, 1 pair of Andirons, 1 pair of Shovel and Tongs, 6 Beds, Bedsteads and Furniture, 2 Guns, 2 Bureaus, 4 Tables, 1 Horse, 1 Cow, 1 negro boy Daniel, 1 boy Denwood, 1 girl Maria, and 1 girl Milcah. The above property is taken in execution and will be sold to satisfy the above vend. exp. and fi. fa.'s. and the costs due and to become due. REUBEN TALL, Sheriff. Sept. 8 4w"
"September 8, 1832",Sheriff's Sale,Sale,child,child,Dorchester,female,4,18320915,public sale,"Courthouse door, Cambridge",Maryland,,Milcah,,to satisfy court judgement,,,Cambridge Chronicle,3,DO,Reuben,Tall,Sheriff,William Lecompte,,"Sheriff’s Sale. BY virtue of a writ of fieri facias, issued out of Dorchester County Court, and to me delivered by the Clerk of the said Court, in the name and on behalf of Samuel M. Barry, for the use of Lewis Ross, against William Lecompte, I will sell at public sale, to the highest bidder, for cash, on Monday, the 1st day of October next, at the Court House door, in Cambridge, between the hours of 10 and 4 o'clock, all the right, title, claim, interest and demand of the said William Lecompte, either in law or equity, of, in and to all that tract or part of a tract or parcel of land, lying and being in the county aforesaid, and on the north side of the main road leading from Cambridge to New Market, commonly called and known by the name of Oyster Shell Point, containing 650 acres, more or less; and also all land attached thereto, wherein the said William Lecompte has any right or title. The said lands will be sold to satisfy the above fieri facias and the costs due and to become due. Also, by virtue of a writ of venditioni exponas, issued out of Dorchester County Court, and delivered to me by the Clerk of the said Court, in the name and on behalf of John Donovan, Executor of James W. Stewart, against the said William Lecompte: and also by virtue of two writs of fieri facias, issued by John Donovan, Esq., and to me directed, at the suit of Robert Wallace, Administrator of Thomas Loockerman, against the said William Lecompte, I will sell at public sale, on the same day,at the same place, and be- tween the same hours, one Clock, 1 Sideboard, 1 set of Cut Glass, 1 Carpet, 1 pair of Andirons, 1 pair of Shovel and Tongs, 1 dozen Chairs, 1 Desk. 1 Carpet, 1 dozen Chairs, 1 pair of Andirons, 1 pair of Shovel and Tongs, 6 Beds, Bedsteads and Furniture, 2 Guns, 2 Bureaus, 4 Tables, 1 Horse, 1 Cow, 1 negro boy Daniel, 1 boy Denwood, 1 girl Maria, and 1 girl Milcah. The above property is taken in execution and will be sold to satisfy the above vend. exp. and fi. fa.'s. and the costs due and to become due. REUBEN TALL, Sheriff. Sept. 8 4w"
