_Ad_Date,_Ad_Title,_Ad_Type,_Age_Specified,_CATEGORY_--_Age_Specified,County,_Gender_Specified,_Number_of_People,_Press_Date,_Sale_Disposition,_Sale_Location_Locale,_Sale_Location_State,_Skills_Specified,_First_Name,_Term_of_service,_Trade_reason,_Features,_Terms_of_Sale,Source,Source_Page,Subscriber_County,Subscriber_Firstname,Subscriber_Lastname,_Role,_owner,_Application_Locale
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,adult,adult,Baltimore City,male,140,18310722,private sale,,Maryland,farmhand,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,5,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,5,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,5,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,5,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,6,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,6,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,6,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,6,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,7,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,7,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,7,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,8,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,8,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,8,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,8,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,9,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,9,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,9,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,10,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,10,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,10,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,10,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,11,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,11,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,11,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,12,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,12,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,12,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,12,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,13,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,13,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,13,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,14,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,14,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,14,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,14,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,14,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,14,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,14,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,14,child,Baltimore City,,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,,child,Baltimore City,male,140,18310722,private sale,,Maryland,waiter,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,,child,Baltimore City,male,140,18310722,private sale,,Maryland,waiter,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,,child,Baltimore City,male,140,18310722,private sale,,Maryland,waiter,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,12,child,Baltimore City,female,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,13,child,Baltimore City,female,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,14,child,Baltimore City,female,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,14,child,Baltimore City,female,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,15,child,Baltimore City,female,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,16,child,Baltimore City,female,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,17,child,Baltimore City,female,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,17,child,Baltimore City,female,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,18,child,Baltimore City,female,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 21, 1831",For Sale,Sale,19,adult,Baltimore City,female,140,18310722,private sale,,Maryland,,,,,,must be sold all together,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"July 26, 1831",Notice,Sale,9,child,Talbot,male,2,18310726,private sale,Easton,Maryland,,,to serve for a term of years,,,,The Republican Star,3,TA,E. H.,Worrell,Subscriber,,"South St., Easton"
"July 26, 1831",Notice,Sale,9,child,Talbot,male,2,18310726,private sale,Easton,Maryland,,,to serve for a term of years,,,,The Republican Star,3,TA,E. H.,Worrell,Subscriber,,"South St., Easton"
"August 3, 1831",For Sale,Sale,15,child,Baltimore City,female,3,18310803,private sale,,Maryland,,,to serve 10 1/2 years,,,,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
"August 3, 1831",For Sale,Sale,16,child,Baltimore City,male,3,18310803,private sale,,Maryland,servant,,to serve 20 years,,,,American and Commercial Daily Advertiser,,BC,Lewis F.,Scotti,,,"General Intelligence, and Actuary office, No. 2 west Fayette street, Basement Story, Barnum’s City Hotel"
